,0,1,2,3,4,5,6,7,8,9
8285,1638.58,842.02,1180.22,686.99,204.25,818.53,1503.91,1379.34,1911.92,1939.78
8286,1715.5,918.93,1228.49,735.26,166.35,773.45,1458.83,1334.26,1866.84,1894.7
8287,1700.85,904.28,1236.12,742.9,157.37,801.21,1499.52,1374.94,1907.53,1935.39
8288,1651.11,854.54,1192.74,699.52,207.21,814.8,1500.18,1375.61,1908.19,1936.05
8289,1538.07,741.51,1115.16,681.91,333.85,945.49,1532.47,1458.51,1940.48,2018.96
8290,1733.6,937.03,1246.59,753.36,184.44,785.35,1470.73,1346.16,1878.74,1906.61
8291,1505.13,708.57,1059.5,705.84,357.79,969.43,1556.41,1482.45,1964.42,2042.9
8292,1514.7,718.13,1036.81,639.38,429.22,961.82,1489.95,1462.9,1897.96,2023.34
8293,1501.24,704.68,1026.15,679.65,431.19,1002.09,1530.21,1503.17,1938.23,2063.61
8294,1468.39,671.83,1022.77,653.2,404.73,975.63,1503.76,1476.71,1911.77,2037.15
8295,1746.7,950.14,1267.78,828.99,186.08,708.49,1393.88,1269.31,1801.89,1829.75
8296,1491.43,694.86,1013.54,548.46,430.45,1001.04,1529.17,1502.12,1937.18,2062.57
8297,1494.29,697.73,1019.2,672.7,424.23,995.14,1523.26,1496.21,1931.27,2056.66
8298,1650.86,854.29,1169.86,676.64,234.21,841.79,1527.18,1402.6,1935.19,1963.05
8299,1636.3,839.73,1190.67,728.76,279.99,893.27,1578.65,1454.08,1986.66,2014.53
8300,1677.18,880.61,1218.81,725.59,216.79,857.12,1542.5,1417.93,1950.51,1978.38
8301,1693.31,896.74,1228.58,735.36,165.93,806.59,1491.97,1367.4,1899.99,1927.85
8302,1692.75,896.18,1194.22,700.99,198.64,799.55,1477.63,1353.06,1885.64,1913.5
8303,1567.78,771.21,1122.15,724.29,291.35,931.6,1592.44,1467.87,2000.45,2028.31
8304,1643.44,846.88,1151.23,658.0,232.85,840.43,1525.85,1401.28,1933.86,1961.72
8305,1688.61,892.04,1190.08,696.85,228.1,829.01,1504.68,1380.11,1912.69,1940.55
8306,1508.71,712.14,1063.35,630.09,381.63,952.53,1480.66,1453.61,1888.67,2014.05
8307,1757.15,960.58,1278.52,858.59,163.79,738.09,1423.47,1298.9,1831.48,1859.35
8308,1598.56,802.0,1114.01,620.78,277.61,851.04,1488.63,1364.06,1896.64,1924.51
8309,1584.13,787.56,1128.44,635.22,292.05,865.47,1503.06,1378.49,1911.08,1938.94
8310,1572.41,775.84,1140.16,646.94,303.77,877.19,1514.79,1390.21,1922.8,1950.66
8311,1731.86,935.29,1244.85,751.62,182.71,789.81,1475.19,1350.62,1883.2,1911.07
8312,1490.94,694.37,1015.85,669.35,420.88,991.78,1519.91,1492.86,1927.92,2053.31
8313,1670.61,874.04,1172.07,678.85,248.44,849.08,1486.68,1362.11,1894.69,1922.55
8314,1615.24,818.68,1169.62,707.7,258.94,872.22,1557.6,1433.03,1965.61,1993.47
8315,1607.88,811.31,1182.19,688.96,273.23,881.49,1556.95,1432.38,1964.96,1992.82
8316,1521.99,725.42,1076.36,758.14,285.17,926.78,1612.17,1487.59,2020.18,2048.04
8317,1717.39,920.82,1140.86,643.5,303.36,775.79,1413.39,1288.82,1821.4,1849.26
8318,1654.69,858.12,1196.32,703.09,194.29,834.63,1520.01,1395.44,1928.02,1955.88
8319,1659.1,862.53,1160.57,667.34,264.15,837.58,1475.17,1350.6,1883.18,1911.04
8320,1714.37,917.81,1249.65,756.42,153.76,760.86,1446.24,1321.67,1854.25,1882.11
8321,1557.69,761.12,1112.06,661.52,312.17,891.91,1529.51,1404.93,1937.52,1965.38
8322,1589.94,793.38,1164.26,671.03,288.6,896.85,1539.02,1414.44,1947.03,1974.89
8323,1475.3,678.73,1029.67,646.3,397.83,968.73,1496.86,1469.81,1904.87,2030.26
8324,1680.53,883.96,1182.0,688.77,219.4,827.8,1465.4,1340.83,1873.41,1901.27
8325,1601.91,805.34,1156.28,738.95,266.87,901.0,1586.38,1461.81,1994.39,2022.26
8326,1517.6,721.03,1071.97,711.52,330.39,942.07,1579.67,1455.1,1987.68,2015.54
8327,1561.16,764.6,1115.53,719.87,294.46,936.07,1588.02,1463.45,1996.03,2023.89
8328,1444.92,648.35,984.89,624.92,506.68,1077.27,1605.4,1578.35,2013.41,2138.79
8329,1527.42,730.86,1081.79,721.32,326.31,951.87,1589.47,1464.9,1997.48,2025.34
8330,1428.1,631.54,968.08,607.66,489.93,1060.52,1588.64,1561.59,1996.65,2122.04
8331,1516.42,719.85,1070.79,694.83,379.46,991.1,1545.39,1518.34,1953.4,2078.78
8332,1683.27,886.7,1196.26,703.03,234.29,835.19,1510.86,1386.29,1918.87,1946.73
8333,1659.11,862.54,1160.47,701.52,217.08,790.5,1428.1,1303.52,1836.11,1863.97
8334,1645.05,848.49,1152.84,659.61,251.44,852.34,1527.46,1402.89,1935.47,1963.33
8335,1613.02,816.46,1154.52,661.29,285.68,887.1,1529.14,1404.57,1937.15,1965.02
8336,1524.76,728.19,1046.87,581.79,430.54,1001.13,1529.26,1502.21,1937.27,2062.66
8337,1465.73,669.17,990.59,579.33,461.73,1032.31,1560.44,1533.39,1968.45,2093.84
8338,1633.81,837.24,1188.18,726.26,277.5,890.78,1576.16,1451.59,1984.17,2012.03
8339,1543.96,747.4,1121.06,669.44,321.12,932.76,1520.0,1445.78,1928.01,2006.22
8340,1509.36,712.8,1063.73,687.77,394.6,1010.21,1538.33,1511.29,1946.34,2071.73
8341,1696.75,900.18,1198.22,704.99,202.65,803.55,1481.63,1357.06,1889.64,1917.5
8342,1564.91,768.34,1119.28,721.42,288.48,928.74,1589.57,1465.0,1997.59,2025.45
8343,1519.8,723.23,1074.17,713.72,332.58,944.27,1581.87,1457.29,1989.88,2017.74
8344,1746.7,950.14,1267.78,828.99,186.08,708.49,1393.88,1269.31,1801.89,1829.75
8345,1513.12,716.55,1067.49,685.62,337.57,949.21,1536.18,1462.23,1944.19,2022.67
8346,1729.66,933.09,1242.65,749.42,180.51,787.61,1472.99,1348.42,1881.0,1908.86
8347,1495.39,698.83,1017.5,552.43,415.42,981.13,1509.26,1482.21,1917.27,2042.65
8348,1577.96,781.39,1132.33,704.51,301.53,934.9,1572.49,1447.92,1980.5,2008.37
8349,1646.17,849.6,1147.53,654.3,251.12,824.54,1462.14,1337.56,1870.15,1898.01
8350,1643.49,846.92,1210.07,716.84,208.04,848.37,1533.76,1409.19,1941.77,1969.63
8351,1626.28,829.71,1134.06,640.84,250.01,851.43,1508.68,1384.11,1916.69,1944.56
8352,1704.21,907.65,1239.48,746.26,176.83,817.49,1502.88,1378.3,1910.89,1938.75
8353,1676.39,879.82,1211.66,718.43,166.53,773.63,1459.01,1334.44,1867.02,1894.89
8354,1698.86,902.3,1211.85,718.63,249.88,850.79,1526.46,1401.88,1934.47,1962.33
8355,1670.62,874.06,1172.09,678.86,210.12,811.03,1486.69,1362.12,1894.7,1922.57
8356,1662.64,866.07,1164.0,697.98,213.54,786.97,1424.56,1299.99,1832.57,1860.43
8357,1726.86,930.3,1172.08,674.72,266.95,739.38,1376.97,1252.4,1784.99,1812.85
8358,1650.76,854.2,1192.4,699.17,191.68,799.26,1484.64,1360.07,1892.65,1920.51
8359,1732.94,936.37,1234.4,741.18,226.69,767.96,1453.34,1328.77,1861.35,1889.21
8360,1611.81,815.24,1119.44,626.22,267.91,841.33,1478.93,1354.35,1886.94,1914.8
8361,1648.26,851.7,1149.63,656.4,227.92,801.35,1438.94,1314.37,1846.95,1874.81
8362,1645.61,849.04,1187.24,694.02,197.23,825.55,1510.93,1386.36,1918.94,1946.81
8363,1737.62,941.06,1258.7,832.89,177.01,712.4,1397.78,1273.21,1805.79,1833.65
8364,1535.79,739.23,1057.91,647.67,437.51,970.11,1498.23,1471.19,1906.25,2031.63
8365,1659.34,862.77,1207.21,713.98,177.26,821.1,1530.9,1328.06,1938.91,1966.77
8366,1659.4,862.83,1167.18,673.96,264.77,866.19,1541.81,1417.23,1949.82,1977.68
8367,1698.96,902.39,1234.23,741.0,143.96,751.06,1436.44,1311.87,1844.46,1872.32
8368,1478.83,682.26,1003.69,592.42,441.27,1011.86,1539.99,1512.94,1948.0,2073.38
8369,1664.5,867.94,1206.14,712.91,177.93,785.52,1470.9,1346.33,1878.91,1906.77
8370,1486.25,689.68,1011.11,599.85,448.69,1019.28,1547.41,1520.36,1955.42,2080.81
8371,1736.56,940.0,1271.84,778.61,143.21,787.05,1501.08,1294.01,1909.09,1936.95
8372,1593.84,797.28,1148.21,730.88,258.81,892.93,1578.32,1453.75,1986.33,2014.19
8373,1466.45,669.89,991.31,580.05,495.55,1058.66,1586.79,1559.74,1994.8,2120.18
8374,1661.38,864.81,1162.85,669.62,239.21,839.86,1477.45,1352.88,1885.46,1913.32
8375,1557.14,760.57,1111.51,747.05,267.32,908.93,1594.31,1469.74,2002.32,2030.19
8376,1537.09,740.52,1091.88,658.62,343.54,955.18,1509.18,1482.13,1917.19,2042.58
8377,1611.81,815.24,1119.44,626.22,267.91,841.33,1478.93,1354.35,1886.94,1914.8
8378,1514.14,717.57,1068.78,635.52,387.06,957.96,1486.09,1459.04,1894.1,2019.48
8379,1511.05,714.49,1033.17,568.09,416.84,987.43,1515.56,1488.51,1923.57,2048.95
8380,1501.63,705.06,1026.53,680.04,431.57,1002.47,1530.6,1503.55,1938.61,2063.99
8381,1507.18,710.61,993.13,528.05,443.28,1006.38,1534.51,1507.46,1942.52,2067.9
8382,1607.96,811.4,1162.33,722.29,237.72,853.83,1539.21,1414.64,1947.22,1975.08
8383,1504.52,707.96,1058.89,714.53,328.92,945.09,1582.68,1458.11,1990.69,2018.56
8384,1668.66,872.09,1187.66,694.43,252.01,859.59,1544.97,1420.4,1952.98,1980.85
8385,1721.11,924.54,1222.58,729.35,214.87,756.13,1441.51,1316.94,1849.52,1877.39
8386,1616.91,820.34,1171.28,728.03,219.23,859.56,1544.94,1420.37,1952.96,1980.82
8387,1676.68,880.11,1211.95,718.72,165.76,789.96,1475.34,1350.77,1883.35,1911.21
8388,851.32,1850.1,1908.45,2466.24,2641.5,4072.72,3517.82,4373.33,3948.02,4933.78
8389,849.07,1847.85,1981.25,2539.04,2639.25,4145.51,3590.61,4446.13,4020.82,5006.57
8390,923.08,2122.84,1893.55,2451.33,2914.25,4057.81,3502.91,4358.42,3933.12,4918.87
8391,1159.1,2107.3,1878.01,2435.8,2898.71,4042.27,3487.37,4342.89,3917.58,4903.33
8392,921.7,1906.58,1968.03,2525.82,2697.98,4132.29,3577.39,4432.91,4007.6,4993.35
8393,1164.7,2112.91,1883.61,2441.4,2904.31,4047.88,3492.97,4348.49,3923.18,4908.94
8394,841.82,1840.6,1953.95,2511.74,2632.0,4118.22,3563.31,4418.83,3993.52,4979.28
8395,891.86,1885.52,1938.19,2495.98,2676.92,4102.46,3547.56,4403.07,3977.76,4963.52
8396,1185.9,2134.11,1904.81,2462.6,2925.51,4069.07,3514.17,4369.69,3944.38,4930.13
8397,841.82,1840.6,1953.95,2511.74,2632.0,4118.22,3563.31,4418.83,3993.52,4979.28
8398,854.97,1853.74,1952.48,2510.27,2645.14,4116.74,3561.84,4417.36,3992.05,4977.8
8399,1660.59,1036.74,904.67,285.06,778.75,942.08,748.78,1270.89,1156.79,1831.33
8400,1735.48,990.48,979.56,359.95,685.23,952.11,863.37,1280.92,1271.38,1841.37
8401,1863.31,1201.5,1107.39,487.78,943.15,886.97,643.36,1215.78,1051.37,1776.22
8402,1714.04,1045.36,958.12,338.52,787.01,892.14,712.02,1220.94,1120.03,1781.39
8403,1898.47,1211.12,1142.55,522.95,1092.38,839.51,560.82,1140.12,968.83,1700.57
8404,1887.12,1205.22,1131.2,511.59,946.87,879.94,601.25,1180.56,1009.26,1741.0
8405,1878.69,1216.89,1122.77,503.17,958.53,871.52,592.82,1172.13,1000.84,1732.58
8406,1798.06,1109.09,1042.14,422.54,850.74,811.32,648.74,1140.13,1056.75,1700.58
8407,1675.57,1026.95,919.65,300.05,768.97,927.63,735.31,1256.44,1143.32,1816.89
8408,1703.74,977.44,947.82,328.21,719.45,936.41,798.96,1265.22,1206.97,1825.66
8409,1766.14,1077.17,1010.22,390.61,818.82,844.08,698.42,1172.89,1106.43,1733.33
8410,1760.15,1091.46,1004.23,384.62,833.11,890.14,678.2,1218.94,1086.21,1779.39
8411,1757.56,1012.56,1001.65,382.04,707.32,974.2,885.45,1303.01,1293.46,1863.45
8412,1820.56,1148.97,1064.64,445.03,890.62,834.37,607.99,1163.18,1016.0,1723.63
8413,1834.66,1172.86,1078.74,459.14,914.51,858.33,614.71,1187.13,1022.72,1747.58
8414,1739.49,1071.07,983.57,363.97,812.72,891.15,693.92,1219.95,1101.94,1780.4
8415,1805.68,1171.17,1049.76,430.15,912.82,856.64,585.73,1185.44,993.74,1745.89
8416,1786.95,1156.57,1031.04,411.43,898.22,875.32,646.72,1204.13,1054.73,1764.58
8417,1729.33,984.33,973.42,353.81,679.09,945.97,857.22,1274.78,1265.23,1835.22
8418,1879.11,1190.14,1123.19,503.59,931.79,818.45,579.83,1119.06,987.84,1679.51
8419,1763.85,1095.16,1007.93,388.33,836.81,893.84,681.9,1222.64,1089.91,1783.09
8420,1703.71,989.94,947.79,328.19,731.59,905.33,767.89,1234.14,1175.9,1794.58
8421,1826.61,1137.64,1070.69,451.09,879.29,823.05,619.32,1151.85,1027.33,1712.3
8422,1769.37,1141.39,1013.45,393.84,883.03,892.93,664.33,1221.74,1072.34,1782.18
8423,1727.09,1013.32,971.17,351.56,754.96,905.64,768.19,1234.45,1176.2,1794.89
8424,1808.65,1119.68,1052.73,433.13,861.33,819.56,675.52,1148.37,1083.53,1708.82
8425,1720.19,1006.41,964.27,344.66,748.06,898.74,761.29,1227.55,1169.3,1787.99
8426,1643.98,1020.13,888.06,268.46,762.15,940.27,761.39,1269.07,1169.4,1829.52
8427,1690.37,1031.58,934.45,314.85,773.23,893.88,756.43,1222.69,1164.45,1783.13
8428,1875.43,1213.62,1119.51,499.9,955.27,899.09,655.48,1227.9,1063.49,1788.34
8429,1651.03,990.16,895.11,275.51,732.17,956.6,777.73,1285.41,1185.74,1845.85
8430,1717.89,991.59,961.97,342.36,703.55,983.22,845.77,1312.03,1253.78,1872.47
8431,1898.49,1209.52,1142.57,522.97,1090.78,837.91,559.22,1138.53,967.23,1698.97
8432,1723.82,945.98,947.49,327.88,640.74,1006.93,885.33,1335.74,1293.34,1896.18
8433,1800.48,1143.05,1044.56,424.95,884.7,861.8,633.2,1190.61,1041.21,1751.06
8434,1672.04,1023.42,916.12,296.52,765.44,924.1,745.23,1252.91,1153.24,1813.36
8435,1682.51,947.43,926.59,306.98,689.45,947.84,810.4,1276.65,1218.41,1837.09
8436,1843.23,1181.43,1087.31,467.71,923.08,866.9,623.28,1195.7,1031.29,1756.15
8437,1802.13,1132.97,1046.21,426.61,874.62,884.51,655.91,1213.32,1063.92,1773.77
8438,1727.06,1107.71,971.14,351.53,849.36,928.2,682.22,1257.01,1090.23,1817.45
8439,1903.54,1214.56,1147.62,528.01,1095.82,842.96,564.26,1143.57,972.27,1704.02
8440,1761.2,1072.22,1005.28,385.67,813.87,839.14,693.54,1167.94,1101.56,1728.39
8441,1723.0,1021.59,967.08,347.48,763.24,873.69,736.24,1202.5,1144.25,1762.94
8442,1825.61,1136.63,1069.69,450.08,837.86,781.14,671.0,1109.95,1079.02,1670.39
8443,1803.46,1134.29,1047.54,427.94,875.94,853.05,624.44,1181.85,1032.45,1742.3
8444,1892.75,1230.95,1136.83,517.23,972.6,885.58,606.89,1186.19,1014.9,1746.64
8445,1682.8,943.96,926.88,307.27,685.97,951.32,813.87,1280.13,1221.88,1840.57
8446,1688.63,1040.02,932.71,313.11,782.03,940.7,761.82,1269.5,1169.83,1829.95
8447,1871.13,1238.01,1115.21,495.6,979.66,893.94,519.44,1194.56,927.45,1755.0
8448,1710.52,984.22,954.6,334.99,726.23,943.19,805.74,1272.0,1213.75,1832.44
8449,1703.96,979.55,948.04,328.44,721.57,915.72,778.28,1244.53,1186.29,1804.97
8450,1895.99,1234.19,1140.07,520.47,975.84,888.82,610.12,1189.43,1018.14,1749.88
8451,1727.84,1082.72,971.92,352.31,824.37,902.8,705.58,1231.61,1113.59,1792.05
8452,1767.85,1110.96,1011.93,392.33,852.61,877.87,665.93,1206.68,1073.95,1767.13
8453,1735.95,958.11,959.62,340.01,652.87,1005.07,867.62,1333.88,1275.63,1894.32
8454,1716.48,1061.84,960.56,340.95,803.49,908.62,717.33,1237.43,1125.34,1797.88
8455,1805.67,1116.69,1049.75,430.14,858.34,835.13,672.55,1163.94,1080.56,1724.39
8456,1706.06,979.76,950.14,330.53,691.72,971.39,833.94,1300.2,1241.95,1860.64
8457,1823.58,1134.61,1067.66,448.06,842.52,785.8,657.43,1114.61,1065.44,1675.06
8458,1719.13,1005.35,963.21,343.6,747.0,889.92,752.48,1218.73,1160.49,1779.18
8459,1679.02,940.18,923.1,303.49,682.2,964.99,827.55,1293.8,1235.56,1854.25
8460,1702.1,975.8,946.18,326.57,717.81,967.43,829.98,1296.24,1238.0,1856.68
8461,1660.4,999.52,904.48,284.87,741.54,936.11,757.23,1264.92,1165.24,1825.36
8462,1694.3,1035.51,938.38,318.78,777.16,909.36,771.91,1238.17,1179.93,1798.61
8463,1691.83,965.53,935.91,316.3,707.54,957.16,819.71,1285.97,1227.72,1846.41
8464,1778.27,1089.3,1022.35,402.75,830.95,831.14,668.56,1159.95,1076.57,1720.4
8465,1719.7,1100.36,963.78,344.18,842.01,920.84,723.62,1249.65,1131.63,1810.1
8466,1693.65,954.81,937.73,318.13,696.83,979.63,842.18,1308.43,1250.19,1868.88
8467,1732.17,1063.48,976.25,356.64,805.13,873.98,703.48,1202.79,1111.49,1763.23
8468,1729.62,1060.94,973.7,354.1,802.58,871.43,706.03,1200.24,1114.04,1760.69
8469,1768.94,1079.96,1013.02,393.41,821.61,870.51,733.07,1199.32,1141.08,1759.77
8470,1772.63,1103.46,1016.71,397.11,845.11,870.38,658.44,1199.18,1066.45,1759.63
8471,762.44,465.78,1105.61,1350.81,1383.36,2020.22,2168.65,2521.3,2576.66,3081.75
8472,1206.39,979.88,1564.41,1863.13,1850.96,2494.8,2680.97,3032.17,3088.99,3592.62
8473,1091.33,864.81,1449.34,1748.06,1660.86,2304.7,2565.91,2842.07,2973.92,3402.51
8474,916.63,690.11,1274.64,1573.36,1572.69,2209.55,2391.21,2710.63,2799.22,3271.08
8475,842.75,415.31,1095.8,1300.34,1333.58,1970.45,2118.18,2471.53,2526.19,3031.97
8476,807.56,510.04,1150.74,1395.8,1363.34,2000.21,2213.65,2501.29,2621.66,3061.73
8477,747.58,545.55,1152.91,1428.81,1492.08,2128.95,2246.65,2630.03,2654.66,3190.47
8478,910.69,621.51,1206.04,1504.76,1497.87,2134.74,2322.6,2635.82,2730.62,3196.26
8479,876.67,587.49,1172.02,1470.74,1531.89,2168.75,2288.58,2669.83,2696.59,3230.28
8480,753.89,504.87,1144.7,1389.9,1422.45,2059.32,2207.74,2560.4,2615.75,3120.84
8481,947.01,657.84,1242.36,1541.09,1544.35,2181.22,2358.93,2682.3,2766.94,3242.75
8482,788.2,582.81,1193.53,1468.57,1436.1,2072.97,2286.41,2574.05,2694.42,3134.5
8483,939.35,650.17,1234.7,1533.43,1536.69,2173.56,2351.27,2674.64,2759.28,3235.08
8484,778.3,572.91,1183.63,1458.67,1426.2,2063.07,2276.51,2564.15,2684.52,3124.6
8485,768.97,564.38,1174.3,1449.41,1441.14,2078.01,2267.25,2579.09,2675.26,3139.53
8486,1199.84,973.33,1557.85,1856.58,1844.41,2488.25,2674.42,3025.62,3082.43,3586.06
8487,962.94,736.42,1320.95,1619.68,1614.58,2251.45,2437.52,2752.53,2845.53,3312.98
8488,977.13,695.41,1280.2,1581.17,1548.71,2185.58,2399.01,2686.66,2807.02,3247.1
8489,928.93,702.41,1286.94,1585.67,1641.72,2278.59,2403.51,2779.67,2811.52,3340.12
8490,764.92,431.46,1108.09,1314.72,1374.03,2010.9,2132.56,2511.98,2540.57,3072.43
8491,836.8,659.28,1244.06,1545.04,1512.57,2149.44,2362.88,2650.52,2770.89,3210.96
8492,928.96,626.3,1211.08,1512.06,1479.6,2116.47,2329.9,2617.54,2737.91,3177.99
8493,789.85,406.95,1085.92,1290.2,1352.45,1989.31,2108.04,2490.39,2516.05,3050.84
8494,739.34,562.06,1146.59,1445.32,1515.96,2152.82,2263.16,2653.9,2671.17,3214.35
8495,834.57,611.47,1196.0,1494.72,1565.36,2202.23,2312.56,2703.31,2720.57,3263.75
8496,751.56,574.29,1158.82,1457.55,1528.18,2165.05,2275.39,2666.13,2683.4,3226.57
8497,894.52,689.12,1299.84,1574.88,1519.81,2163.65,2392.73,2680.37,2800.74,3240.81
8498,785.66,608.38,1192.91,1491.64,1494.0,2130.87,2309.48,2631.95,2717.49,3192.39
8499,789.53,612.0,1196.78,1497.76,1465.3,2102.17,2315.6,2603.24,2723.61,3163.69
8500,692.38,429.85,1063.45,1313.1,1383.74,2020.61,2130.94,2521.69,2538.95,3082.13
8501,958.04,668.86,1253.39,1552.12,1555.38,2192.25,2369.96,2693.33,2777.97,3253.77
8502,770.07,563.41,1175.4,1449.17,1416.7,2053.57,2267.01,2554.65,2675.02,3115.09
8503,844.62,667.09,1251.88,1552.85,1520.39,2157.26,2370.69,2658.34,2778.7,3218.78
8504,1198.63,972.11,1556.64,1855.37,1843.2,2487.04,2673.21,3024.41,3081.22,3584.85
8505,846.52,549.0,1189.69,1434.76,1402.3,2039.17,2252.6,2540.25,2660.61,3100.69
8506,932.17,705.65,1290.18,1588.91,1644.96,2281.83,2406.75,2782.91,2814.76,3343.35
8507,753.53,546.87,1158.86,1432.63,1400.17,2037.03,2250.47,2538.11,2658.48,3098.56
8508,916.2,637.79,1222.32,1521.05,1524.31,2161.18,2338.89,2662.26,2746.9,3222.7
8509,776.79,599.52,1184.05,1482.78,1485.14,2122.01,2300.62,2623.09,2708.63,3183.53
8510,862.62,565.1,1205.8,1450.86,1418.4,2055.27,2268.71,2556.35,2676.72,3116.79
8511,931.13,641.95,1226.48,1525.2,1528.47,2165.33,2343.04,2666.41,2751.06,3226.86
8512,824.78,489.39,1167.95,1375.16,1342.69,1979.56,2193.0,2480.64,2601.01,3041.08
8513,824.2,526.68,1167.37,1412.44,1379.98,2016.84,2230.28,2517.92,2638.29,3078.37
8514,819.99,400.77,1081.26,1285.8,1319.04,1955.91,2103.64,2456.98,2511.65,3017.43
8515,955.8,666.63,1251.16,1549.88,1553.14,2190.01,2367.72,2691.09,2775.73,3251.54
8516,790.02,601.55,1197.28,1487.31,1454.85,2091.72,2305.15,2592.79,2713.16,3153.24
8517,819.76,614.37,1225.09,1500.13,1467.67,2104.53,2317.97,2605.61,2725.98,3166.06
8518,919.89,630.71,1215.24,1513.97,1517.23,2154.1,2331.81,2655.18,2739.82,3215.62
8519,849.43,642.77,1254.76,1528.53,1484.56,2128.4,2346.38,2634.02,2754.39,3194.46
8520,929.56,640.38,1224.91,1523.64,1526.9,2163.77,2341.48,2664.84,2749.49,3225.29
8521,839.58,634.19,1244.91,1519.95,1487.49,2124.36,2337.79,2625.44,2745.8,3185.88
8522,876.73,671.34,1282.06,1557.1,1524.64,2161.51,2374.94,2662.59,2782.95,3223.03
8523,759.72,582.44,1166.97,1465.7,1510.62,2147.49,2283.54,2648.57,2691.55,3209.01
8524,955.08,728.56,1313.09,1611.82,1606.72,2243.59,2429.66,2744.67,2837.67,3305.12
8525,815.45,405.31,1085.8,1290.34,1323.57,1960.44,2108.18,2461.52,2516.19,3021.97
8526,788.68,611.41,1195.94,1494.66,1497.02,2133.89,2312.5,2634.97,2720.51,3195.42
8527,787.62,582.23,1192.95,1467.99,1435.53,2072.39,2285.83,2573.47,2693.84,3133.92
8528,960.56,671.38,1255.91,1554.63,1557.9,2194.76,2372.48,2695.84,2780.49,3256.29
8529,1184.3,957.79,1542.32,1841.04,1764.42,2408.26,2658.88,2956.99,3066.89,3517.44
8530,837.28,630.62,1242.61,1516.38,1483.92,2120.79,2334.22,2621.86,2742.23,3182.31
8531,1149.35,922.84,1507.36,1806.09,1740.83,2384.67,2623.93,2922.04,3031.94,3482.49
8532,896.2,607.02,1191.55,1490.28,1512.37,2149.23,2308.12,2650.31,2716.13,3210.76
8533,924.15,656.6,1241.13,1539.86,1543.12,2179.99,2357.7,2681.07,2765.71,3241.51
8534,834.93,628.27,1240.26,1514.03,1481.57,2118.44,2331.87,2619.52,2739.89,3179.96
8535,948.91,722.4,1306.93,1605.65,1600.56,2237.43,2423.49,2738.5,2831.5,3298.95
8536,970.42,715.12,1299.65,1598.37,1588.87,2225.74,2416.21,2726.82,2824.23,3287.26
8537,840.26,634.86,1245.58,1520.62,1488.16,2125.03,2338.47,2626.11,2746.48,3186.55
8538,885.95,680.55,1291.28,1566.31,1533.85,2170.72,2384.16,2671.8,2792.17,3232.24
8539,851.93,646.54,1257.26,1532.3,1479.74,2123.59,2350.14,2637.79,2758.16,3198.23
8540,996.63,695.69,1280.47,1581.45,1548.98,2185.85,2399.29,2686.93,2807.3,3247.38
8541,1180.58,954.07,1538.6,1837.32,1772.06,2415.91,2655.16,2953.27,3063.18,3513.72
8542,809.04,603.65,1214.37,1489.41,1456.94,2093.81,2307.25,2594.89,2715.26,3155.34
8543,829.07,651.54,1236.32,1537.3,1504.84,2141.7,2355.14,2642.78,2763.15,3203.23
8544,1131.07,904.55,1489.08,1787.81,1773.23,2417.07,2605.65,2954.44,3013.66,3514.89
8545,827.28,621.89,1232.61,1507.65,1475.18,2112.05,2325.49,2613.13,2733.5,3173.57
8546,822.25,441.88,1122.27,1326.91,1316.09,1952.95,2144.75,2454.03,2552.76,3014.48
8547,1136.24,909.73,1494.26,1792.98,1727.72,2371.57,2610.82,2908.94,3018.83,3469.38
8548,789.39,582.73,1194.72,1468.49,1436.03,2072.89,2286.33,2573.97,2694.34,3134.42
8549,820.17,400.59,1081.08,1285.62,1318.85,1955.72,2103.46,2456.8,2511.47,3017.25
8550,805.68,600.28,1211.01,1486.05,1453.58,2090.45,2303.89,2591.53,2711.9,3151.97
8551,779.92,574.53,1185.25,1460.29,1427.83,2064.7,2278.13,2565.77,2686.14,3126.22
8552,638.48,481.29,1043.81,1364.55,1435.19,2072.05,2182.39,2573.13,2590.4,3133.58
8553,841.49,663.96,1248.74,1549.72,1517.26,2154.13,2367.56,2655.2,2775.57,3215.65
8554,771.58,474.92,1114.75,1359.94,1366.76,2003.63,2177.78,2504.71,2585.79,3065.15
8555,942.44,715.92,1300.45,1599.18,1604.38,2241.25,2417.02,2742.33,2825.03,3302.77
8556,799.92,622.65,1207.18,1505.91,1508.27,2145.14,2323.75,2646.22,2731.76,3206.66
8557,813.93,608.54,1219.26,1494.3,1461.84,2098.7,2312.14,2599.78,2720.15,3160.23
8558,862.96,657.57,1268.29,1543.33,1510.87,2147.74,2361.17,2648.81,2769.18,3209.26
8559,785.03,470.82,1128.2,1355.85,1353.31,1990.17,2173.69,2491.25,2581.7,3051.7
8560,1359.55,616.45,959.03,853.57,539.65,1176.52,1704.65,1677.6,2112.66,2238.04
8561,1414.46,617.89,1013.95,908.48,541.55,1183.16,1759.56,1697.01,2167.57,2257.46
8562,1278.6,483.38,904.49,853.18,655.85,1292.72,1671.02,1793.8,2079.03,2354.25
8563,1431.11,634.55,985.48,880.02,479.46,1121.07,1759.49,1634.92,2167.51,2195.37
8564,1316.25,397.44,976.28,956.58,759.26,1396.13,1774.42,1897.2,2182.43,2457.65
8565,1357.98,573.72,984.46,896.3,582.38,1219.25,1747.38,1720.33,2155.39,2280.77
